ID, gill attachment, gill spacing, gill size, gill color
2630,f,c,b,w
2631,f,w,b,p
2632,f,c,b,w
2633,f,c,b,n
2634,f,c,b,w
2635,f,c,b,w
2636,f,c,b,p
2637,f,c,b,n
2638,f,c,b,n
2639,f,c,b,n
2640,f,c,b,p
2641,f,c,b,u
2642,f,c,b,p
2643,f,c,b,w
2644,f,c,b,u
2645,f,c,b,w
2646,f,c,b,u
2647,f,c,b,p
2648,f,w,b,h
2649,f,c,b,p
2650,f,c,b,u
2651,f,c,b,n
2652,f,c,b,w
2653,f,c,b,u
2654,f,c,b,w
2655,f,c,b,p
2656,f,c,b,w
2657,f,c,b,u
2658,f,c,b,p
2659,f,c,b,w
2660,f,c,b,w
2661,f,c,b,p
2662,f,c,b,p
2663,f,c,b,p
2664,f,c,b,n
2665,f,c,b,p
2666,f,c,b,u
2667,f,c,b,n
2668,f,c,b,n
2669,f,c,b,w
2670,f,c,b,u
2671,f,c,b,w
2672,f,c,b,n
2673,f,c,b,p
2674,f,c,b,w
2675,f,c,b,w
2676,f,c,b,u
2677,f,c,b,n
2678,f,c,b,u
2679,f,c,b,u
2680,f,c,b,n
2681,f,c,b,p
2682,f,c,b,n
2683,f,c,b,u
2684,f,c,n,p
2685,f,c,b,p
2686,f,c,b,w
2687,f,c,b,w
2688,f,c,b,n
2689,f,c,b,w
2690,f,c,b,w
2691,f,w,b,n
2692,f,c,b,w
2693,f,c,b,w
2694,f,c,b,p
2695,f,c,b,p
2696,f,c,b,n
2697,f,c,b,p
2698,f,c,b,h
2699,f,c,b,w
2700,f,c,b,u
2701,f,c,b,n
2702,f,c,b,n
2703,f,c,b,n
2704,f,c,b,w
2705,f,c,b,u
2706,f,c,b,w
2707,f,c,b,u
2708,f,c,b,w
2709,f,c,b,n
2710,f,c,b,u
2711,f,c,b,u
2712,f,c,b,p
2713,f,c,b,u
2714,f,c,b,u
2715,f,c,b,p
2716,f,c,b,p
2717,f,c,b,p
2718,f,c,b,w
2719,f,c,b,w
2720,f,c,b,u
2721,f,c,b,u
2722,f,c,b,n
2723,f,c,b,p
2724,f,c,b,p
2725,f,c,b,n
2726,f,c,b,u
2727,f,c,b,p
2728,f,c,b,u
2729,f,c,b,p
2730,f,c,b,u
2731,f,w,b,h
2732,f,c,b,n
2733,f,c,b,w
2734,f,c,b,n
2735,f,c,b,u
2736,f,c,b,u
2737,f,c,b,n
2738,f,c,b,w
2739,f,c,b,w
2740,f,c,b,u
2741,f,c,b,u
2742,f,c,b,p
2743,f,c,b,u
2744,f,c,b,p
2745,f,c,b,w
2746,f,c,b,w
2747,f,c,b,n
2748,f,c,b,u
2749,f,c,b,n
2750,f,c,n,p
2751,f,c,b,n
2752,f,c,b,p
2753,f,c,b,n
2754,f,c,b,w
2755,f,c,b,w
2756,f,c,b,p
2757,f,c,b,w
2758,f,c,b,n
2759,f,c,b,p
2760,f,c,b,w
2761,f,c,b,u
2762,f,c,b,u
2763,f,c,b,w
2764,f,c,b,u
2765,f,c,b,u
2766,f,c,b,n
2767,f,c,b,g
2768,f,c,b,w
2769,f,c,b,w
2770,f,c,b,u
2771,f,c,b,g
2772,f,c,b,u
2773,f,c,b,n
2774,f,c,b,u
2775,f,c,b,p
2776,f,c,b,p
2777,f,c,b,p
2778,f,c,b,n
2779,f,c,b,n
2780,f,c,b,w
2781,f,c,b,u
2782,f,c,b,p
2783,f,c,b,u
2784,f,c,b,p
2785,f,c,b,p
2786,f,c,b,n
2787,f,c,b,w
2788,f,c,b,w
2789,f,w,b,p
2790,f,c,b,p
2791,f,c,b,p
2792,f,c,b,w
2793,f,c,b,u
2794,f,c,b,w
2795,f,c,b,w
2796,f,c,b,n
2797,f,c,b,w
2798,f,w,n,g
2799,f,c,b,p
2800,f,c,b,n
2801,f,c,b,w
2802,f,w,b,h
2803,f,c,b,n
2804,f,c,b,n
2805,f,c,b,w
2806,f,c,b,w
2807,f,c,b,n
2808,f,c,b,n
2809,f,c,b,n
2810,f,c,b,n
2811,f,c,b,n
2812,f,c,b,w
2813,f,c,b,p
2814,f,c,b,p
2815,f,c,b,n
2816,f,c,b,w
2817,f,c,b,w
2818,f,w,b,n
2819,f,c,b,w
2820,f,c,b,n
2821,f,c,b,u
2822,f,c,b,p
2823,f,c,b,n
2824,f,c,b,u
2825,f,c,b,u
2826,f,c,b,p
2827,f,c,b,u
2828,f,c,b,n
2829,f,c,b,p
2830,f,c,b,p
2831,f,c,b,w
2832,f,c,b,u
2833,f,c,b,u
2834,f,c,b,n
2835,f,c,b,n
2836,f,c,b,w
2837,f,c,b,w
2838,f,c,b,n
2839,f,c,b,u
2840,f,c,b,u
2841,f,c,b,u
2842,f,w,n,u
2843,f,c,b,p
2844,f,c,b,p
2845,f,w,b,p
2846,f,c,b,p
2847,f,c,b,u
2848,f,c,b,u
2849,f,c,b,n
2850,f,c,b,w
2851,f,c,b,w
2852,f,c,b,w
2853,f,c,b,u
2854,f,c,b,n
2855,f,c,b,w
2856,f,c,b,w
2857,f,c,b,u
2858,f,c,b,p
2859,f,c,b,p
2860,f,c,b,u
2861,f,w,n,u
2862,f,c,b,w
2863,f,c,b,w
2864,f,c,b,u
2865,f,c,b,n
2866,f,c,b,n
2867,f,c,b,n
2868,f,c,b,u
2869,f,c,b,p
2870,f,c,b,u
2871,f,c,b,p
2872,f,c,b,w
2873,f,c,b,u
2874,f,c,b,p
2875,f,c,b,p
2876,f,c,b,w
2877,f,c,b,n
2878,f,c,b,w
2879,f,c,b,p
2880,f,c,b,p
2881,f,c,b,p
2882,f,w,b,k
2883,f,c,b,w
2884,f,c,b,n
2885,f,c,b,u
2886,f,c,b,n
2887,f,c,b,n
2888,f,c,n,n
2889,f,c,b,w
2890,f,c,b,w
2891,f,w,b,k
2892,f,c,b,u
2893,f,w,n,u
2894,f,c,b,p
2895,f,c,b,p
2896,f,c,b,u
2897,f,c,b,p
2898,f,c,b,u
2899,f,c,b,n
2900,f,c,b,n
2901,f,c,b,w
2902,f,c,b,p
2903,f,c,b,n
2904,f,c,b,h
2905,f,c,b,n
2906,f,c,b,w
2907,f,c,b,n
2908,f,c,b,p
2909,f,c,b,p
2910,f,c,b,p
2911,f,c,b,n
2912,f,c,b,n
2913,f,c,b,p
2914,f,c,b,u
2915,f,c,b,w
2916,f,c,b,u
2917,f,c,b,n
2918,f,c,b,p
2919,f,c,b,w
2920,f,c,b,u
2921,f,c,b,w
2922,f,c,b,u
2923,f,c,b,u
2924,f,c,b,u
2925,f,c,b,n
2926,f,c,b,w
2927,f,c,b,g
2928,f,c,b,p
2929,f,c,b,n
2930,f,c,b,p
2931,f,c,b,w
2932,f,c,b,n
2933,f,c,b,p
2934,f,c,b,p
2935,f,c,b,w
2936,f,c,b,w
2937,f,c,b,n
2938,f,c,b,h
2939,f,c,b,u
2940,f,c,b,u
2941,f,c,b,n
2942,f,c,b,u
2943,f,c,b,p
2944,f,c,b,w
2945,f,c,b,u
2946,f,c,b,p
2947,f,c,b,p
2948,f,c,b,w
2949,f,c,b,n
2950,f,c,b,u
2951,f,c,b,p
2952,f,c,b,p
2953,f,c,b,u
2954,f,c,b,n
2955,f,c,b,p
2956,f,c,b,n
2957,f,c,b,n
2958,f,c,b,n
2959,f,c,b,w
2960,f,c,b,w
2961,f,c,b,u
2962,f,c,b,n
2963,f,c,b,w
2964,f,c,b,u
2965,f,c,b,u
2966,f,c,b,u
2967,f,w,b,n
2968,f,c,b,w
2969,f,c,b,p
2970,f,c,b,u
2971,f,c,b,n
2972,f,c,b,u
2973,f,c,b,w
2974,f,c,b,u
2975,f,c,b,w
2976,f,c,b,u
2977,f,c,b,u
2978,f,c,b,w
2979,f,c,b,p
2980,f,c,b,u
2981,f,c,b,u
2982,f,c,b,p
2983,f,c,b,u
2984,f,c,b,w
2985,f,c,b,u
2986,f,c,b,w
2987,f,c,b,w
2988,f,c,b,w
2989,f,c,b,w
2990,f,c,b,p
2991,f,c,b,h
2992,f,c,b,w
2993,f,c,b,p
2994,f,c,b,n
2995,f,c,b,u
2996,f,c,b,u
2997,f,c,b,n
2998,f,c,b,n
2999,f,c,b,w
3000,f,c,b,u
3001,f,c,b,n
3002,f,c,b,h
3003,f,c,b,u
3004,f,c,b,p
3005,f,w,n,g
3006,f,c,b,u
3007,f,c,b,u
3008,f,c,b,p
3009,f,c,b,p
3010,f,c,b,h
3011,f,c,b,w
3012,f,c,b,u
3013,f,c,b,u
3014,f,c,n,p
3015,f,c,b,u
3016,f,c,b,u
3017,f,c,b,g
3018,f,c,b,g
3019,f,c,b,p
3020,f,c,b,n
3021,f,c,b,w
3022,f,c,b,w
3023,f,c,b,w
3024,f,c,b,u
3025,f,c,b,w
3026,f,c,b,p
3027,f,w,n,u
3028,f,c,b,g
3029,f,c,b,p
3030,f,c,b,w
3031,f,c,b,w
3032,f,c,b,w
3033,f,c,b,u
3034,f,c,b,w
3035,f,c,b,h
3036,f,c,b,w
3037,f,c,b,p
3038,f,c,n,p
3039,f,c,b,p
3040,f,c,b,p
3041,f,c,b,p
3042,f,c,b,p
3043,f,c,b,u
3044,f,c,b,p
3045,f,c,b,w
3046,f,c,b,p
3047,f,c,b,n
3048,f,w,n,n
3049,f,c,b,p
3050,f,c,b,u
3051,f,c,b,p
3052,f,c,b,n
3053,f,c,n,p
3054,f,c,b,w
3055,f,c,b,u
3056,f,c,b,p
3057,f,c,b,p
3058,f,c,n,u
3059,f,c,n,n
3060,f,c,b,u
3061,f,c,b,p
3062,f,w,n,g
3063,f,c,b,g
3064,f,c,b,n
3065,f,c,b,g
3066,f,c,b,u
3067,f,c,b,u
3068,f,c,b,p
3069,f,c,n,p
3070,f,c,b,g
3071,f,c,b,u
3072,f,c,b,w
3073,f,c,b,n
3074,f,c,b,p
3075,f,c,b,p
3076,f,c,b,h
3077,f,c,b,n
3078,f,c,b,u
3079,f,c,b,g
3080,f,c,b,u
3081,f,c,b,u
3082,f,c,b,p
3083,f,c,b,g
3084,f,c,b,p
3085,f,c,b,u
3086,f,c,b,p
3087,f,c,b,u
3088,f,c,b,h
3089,f,c,b,w
3090,f,c,b,h
3091,f,c,b,g
3092,f,c,b,g
3093,f,c,b,u
3094,f,c,b,p
3095,f,c,b,u
3096,f,w,n,g
3097,f,c,b,w
3098,f,c,n,p
3099,f,c,b,n
3100,f,c,b,u
3101,f,c,b,p
3102,f,c,b,n
3103,f,c,b,p
3104,f,c,b,g
3105,f,w,n,g
3106,f,c,b,u
3107,f,c,b,w
3108,f,c,b,u
3109,f,c,b,w
3110,f,c,b,p
3111,f,c,n,u
3112,f,c,b,w
3113,f,c,b,n
3114,f,c,b,n
3115,f,c,b,w
3116,f,c,b,p
3117,f,c,b,n
3118,f,c,b,n
3119,f,c,n,u
3120,f,c,n,n
3121,f,c,b,u
3122,f,c,b,w
3123,f,c,b,p
3124,f,c,b,n
3125,f,w,n,p
3126,f,c,b,n
3127,f,c,b,n
3128,f,c,b,p
3129,f,c,b,w
3130,f,c,b,w
3131,f,c,b,p
3132,f,c,b,u
3133,f,c,b,p
3134,f,c,b,u
3135,f,c,b,u
3136,f,c,b,p
3137,f,c,b,p
3138,f,c,b,p
3139,f,c,b,g
3140,f,c,b,u
3141,f,c,b,p
3142,f,c,b,p
3143,f,c,b,w
3144,f,c,b,u
3145,f,c,b,p
3146,f,c,b,n
3147,f,c,b,n
3148,f,c,n,g
3149,f,w,n,n
3150,f,c,b,n
3151,f,c,b,u
3152,f,c,b,n
3153,f,c,b,h
3154,f,c,b,p
3155,f,c,b,n
3156,f,c,b,u
3157,f,w,n,g
3158,f,c,b,n
3159,f,c,b,u
3160,f,c,b,g
3161,f,c,b,w
3162,f,c,b,p
3163,f,w,n,g
3164,f,c,b,w
3165,f,c,b,g
3166,f,c,n,g
3167,f,c,b,p
3168,f,c,b,w
3169,f,c,b,p
3170,f,w,n,u
3171,f,c,b,n
3172,f,c,b,p
3173,f,c,b,n
3174,f,c,b,p
3175,f,w,n,g
3176,f,c,b,p
3177,f,c,b,w
3178,f,c,b,w
3179,f,c,b,n
3180,f,c,b,g
3181,f,c,b,u
3182,f,c,n,u
3183,f,c,n,n
3184,f,c,b,w
3185,f,c,b,p
3186,f,c,b,u
3187,f,c,b,u
3188,f,c,b,g
3189,f,c,b,p
3190,f,c,b,p
3191,f,c,b,g
3192,f,c,n,u
3193,f,c,b,p
3194,f,c,b,p
3195,f,c,b,u
3196,f,c,b,n
3197,f,c,b,u
3198,f,c,b,w
3199,f,c,b,w
3200,f,c,b,p
3201,f,c,b,u
3202,f,c,b,h
3203,f,c,b,u
3204,f,c,b,p
3205,f,c,b,w
3206,f,c,b,g
3207,f,c,b,u
3208,f,c,b,u
3209,f,c,b,h
3210,f,c,n,u
3211,f,c,b,w
3212,f,c,b,g
3213,f,c,b,w
3214,f,c,b,n
3215,f,c,b,n
3216,f,c,b,u
3217,f,c,b,w
3218,f,c,b,p
3219,f,w,n,g
3220,f,c,b,u
3221,f,c,b,w
3222,f,c,b,n
3223,f,c,b,n
3224,f,c,b,w
3225,f,c,b,n
3226,f,c,b,u
3227,f,c,b,p
3228,f,w,n,p
3229,f,c,b,u
3230,f,c,b,w
3231,f,c,b,n
3232,f,c,b,h
3233,f,w,n,u
3234,f,c,b,p
3235,f,c,b,n
3236,f,c,b,h
3237,f,c,b,p
3238,f,c,b,p
3239,f,c,b,w
3240,f,c,b,h
3241,f,c,b,p
3242,f,c,b,n
3243,f,c,n,p
3244,f,c,b,g
3245,f,c,b,n
3246,f,c,b,g
3247,f,c,b,g
3248,f,c,b,u
3249,f,c,b,g
3250,f,c,b,u
3251,f,c,b,u
3252,f,c,b,p
3253,f,c,b,u
3254,f,w,n,n
3255,f,c,b,w
3256,f,c,b,n
3257,f,c,b,n
3258,f,c,b,u
3259,f,c,n,g
3260,f,c,b,p
3261,f,c,b,p
3262,f,c,b,u
3263,f,w,n,p
3264,f,c,b,u
3265,f,c,b,h
3266,f,c,b,h
3267,f,c,b,w
3268,f,c,b,p
3269,f,c,n,u
3270,f,c,b,g
3271,f,w,n,p
3272,f,c,b,w
3273,f,c,b,w
3274,f,c,b,n
3275,f,c,b,p
3276,f,c,b,w
3277,f,w,n,p
3278,f,c,b,g
3279,f,c,b,p
3280,f,c,b,w
3281,f,c,b,p
3282,f,c,b,h
3283,f,w,n,p
3284,f,c,b,u
3285,f,c,b,p
3286,f,c,b,w
3287,f,c,b,u
3288,f,c,b,p
3289,f,c,b,p
3290,f,c,b,p
3291,f,c,b,p
3292,f,c,b,w
3293,f,w,n,n
3294,f,c,b,n
3295,f,c,b,u
3296,f,w,n,n
3297,f,c,b,w
3298,f,c,b,n
3299,f,c,b,h
3300,f,c,b,n
3301,f,c,b,h
3302,f,c,b,w
3303,f,c,b,u
3304,f,c,b,w
3305,f,c,b,g
3306,f,c,b,n
3307,f,c,n,p
3308,f,c,b,n
3309,f,c,b,p
3310,f,c,b,u
3311,f,c,b,n
3312,f,c,b,p
3313,f,c,b,u
3314,f,c,b,h
3315,f,c,b,u
3316,f,c,b,w
3317,f,c,b,w
3318,f,c,b,p
3319,f,c,b,p
3320,f,c,b,n
3321,f,c,b,p
3322,f,c,b,w
3323,f,c,n,u
3324,f,c,b,p
3325,f,c,b,n
3326,f,c,b,u
3327,f,c,n,g
3328,f,w,n,g
3329,f,c,b,g
3330,f,c,b,p
3331,f,c,b,u
3332,f,w,n,p
3333,f,c,b,n
3334,f,c,b,n
3335,f,c,b,g
3336,f,c,b,w
3337,f,c,b,p
3338,f,w,n,g
3339,f,c,b,n
3340,f,c,b,g
3341,f,c,b,n
3342,f,c,b,p
3343,f,c,b,u
3344,f,c,b,n
3345,f,c,b,n
3346,f,c,b,u
3347,f,w,n,u
3348,f,c,b,w
3349,f,c,b,n
3350,f,c,b,h
3351,f,c,b,w
3352,f,w,n,g
3353,f,c,b,h
3354,f,c,b,u
3355,f,c,b,u
3356,f,c,b,n
3357,f,c,b,u
3358,f,c,n,p
3359,f,c,b,p
3360,f,w,n,u
3361,f,c,b,n
3362,f,c,b,w
3363,f,c,b,h
3364,f,c,b,h
3365,f,c,b,p
3366,f,w,n,g
3367,f,c,n,u
3368,f,c,b,w
3369,f,c,b,p
3370,f,c,b,w
3371,f,c,b,w
3372,f,w,n,g
3373,f,c,b,p
3374,f,c,b,w
3375,f,c,b,u
3376,f,c,b,u
3377,f,c,b,u
3378,f,c,b,n
3379,f,c,b,w
3380,f,c,b,g
3381,f,c,b,p
3382,f,w,n,p
3383,f,c,b,w
3384,f,c,b,u
3385,f,c,b,u
3386,f,c,b,u
3387,f,c,b,p
3388,f,c,b,n
3389,f,w,n,n
3390,f,c,b,g
3391,f,c,n,n
3392,f,c,b,w
3393,f,c,b,w
3394,f,c,n,n
3395,f,c,b,w
3396,f,c,n,g
3397,f,c,b,n
3398,f,w,n,n
3399,f,c,b,n
3400,f,c,b,g
3401,f,c,n,n
3402,f,c,b,n
3403,f,c,b,g
3404,f,c,n,p
3405,f,c,b,u
3406,f,w,n,p
3407,f,c,b,p
3408,f,c,b,w
3409,f,c,b,n
3410,f,c,b,u
3411,f,c,b,u
3412,f,c,n,n
3413,f,c,b,w
3414,f,c,b,u
3415,f,c,b,w
3416,f,c,b,n
3417,f,c,b,n
3418,f,c,b,g
3419,f,c,n,p
3420,f,c,b,w
3421,f,c,b,w
3422,f,w,n,g
3423,f,c,b,n
3424,f,c,b,n
3425,f,c,b,u
3426,f,c,b,p
3427,f,w,n,p
3428,f,c,b,n
3429,f,c,b,p
3430,f,c,b,u
3431,f,c,b,p
3432,f,c,b,n
3433,f,c,b,g
3434,f,c,b,w
3435,f,c,b,p
3436,f,w,n,g
3437,f,c,b,u
3438,f,c,b,h
3439,f,c,b,u
3440,f,c,b,h
3441,f,c,b,u
3442,f,c,n,n
3443,f,c,b,w
3444,f,w,n,p
3445,f,c,n,u
3446,f,c,b,n
3447,f,w,n,u
3448,f,c,b,g
3449,f,c,b,u
3450,f,c,b,p
3451,f,c,b,u
3452,f,c,b,p
3453,f,w,n,n
3454,f,c,b,g
3455,f,w,n,u
3456,f,c,b,p
3457,f,c,b,p
3458,f,w,n,g
3459,f,c,b,w
3460,f,c,b,w
3461,f,c,b,u
3462,f,c,b,p
3463,f,c,b,n
3464,f,w,n,n
3465,f,c,b,p
3466,f,c,b,h
3467,f,c,b,p
3468,f,c,b,n
3469,f,w,n,p
3470,f,c,n,n
3471,f,c,b,u
3472,f,c,b,p
3473,f,c,b,u
3474,f,c,b,h
3475,f,c,b,u
3476,f,c,b,n
3477,f,c,b,u
3478,f,c,n,p
3479,f,c,b,p
3480,f,c,b,h
3481,f,c,b,u
3482,f,c,b,u
3483,f,c,b,n
3484,f,c,n,u
3485,f,w,n,p
3486,f,c,b,w
3487,f,c,b,p
3488,f,c,b,u
3489,f,c,b,h
3490,f,c,b,w
3491,f,c,b,p
3492,f,c,b,w
3493,f,c,b,h
3494,f,c,b,u
3495,f,c,b,u
3496,f,c,b,w
3497,f,c,b,h
3498,f,c,b,u
3499,f,c,b,p
3500,f,c,b,n
3501,f,w,n,u
3502,f,c,b,p
3503,f,c,b,n
3504,f,c,b,u
3505,f,c,b,n
3506,f,c,b,u
3507,f,c,b,p
3508,f,c,b,n
3509,f,c,b,g
3510,f,c,b,n
3511,f,c,b,p
3512,f,c,b,h
3513,f,c,b,w
3514,f,c,b,p
3515,f,c,b,w
3516,f,c,n,g
3517,f,c,b,u
3518,f,c,b,u
3519,f,c,b,n
3520,f,c,b,n
3521,f,c,b,w
3522,f,w,n,n
3523,f,c,b,h
3524,f,c,b,w
3525,f,c,b,w
3526,f,c,n,u
3527,f,c,b,p
3528,f,c,b,p
3529,f,c,b,p
3530,f,c,b,w
3531,f,c,b,n
3532,f,w,n,p
3533,f,c,b,n
3534,f,c,b,p
3535,f,c,b,p
3536,f,c,b,p
3537,f,w,n,n
3538,f,c,b,p
3539,f,c,b,w
3540,f,c,b,g
3541,f,c,b,w
3542,f,c,b,u
3543,f,c,b,n
3544,f,c,n,n
3545,f,c,b,h
3546,f,c,b,p
3547,f,c,b,p
3548,f,c,n,p
3549,f,c,b,u
3550,f,c,b,n
3551,f,c,b,u
3552,f,c,b,n
3553,f,c,b,w
3554,f,c,b,u
3555,f,c,n,p
3556,f,c,b,p
3557,f,c,b,p
3558,f,w,n,p
3559,f,c,b,w
3560,f,c,b,p
3561,f,w,n,n
3562,f,c,b,p
3563,f,c,b,u
3564,f,c,b,w
3565,f,c,b,w
3566,f,c,b,p
3567,f,c,b,u
3568,f,c,b,p
3569,f,c,b,u
3570,f,c,b,w
3571,f,c,b,p
3572,f,c,b,p
3573,f,c,b,g
3574,f,c,b,u
3575,f,c,b,u
3576,f,c,b,p
3577,f,c,b,n
3578,f,c,b,n
3579,f,c,b,n
3580,f,c,b,w
3581,f,c,b,p
3582,f,c,b,g
3583,f,c,b,u
3584,f,c,n,n
3585,f,c,b,w
3586,f,c,b,w
3587,f,c,b,p
3588,f,c,b,p
3589,f,c,b,p
3590,f,c,b,p
3591,f,c,n,g
3592,f,c,b,n
3593,f,c,b,n
3594,f,c,b,w
3595,f,c,b,g
3596,f,c,b,w
3597,f,c,b,n
3598,f,c,b,g
3599,f,c,b,n
3600,f,c,b,h
3601,f,c,b,w
3602,f,c,b,w
3603,f,c,b,p
3604,f,c,b,u
3605,f,c,b,p
3606,f,c,n,g
3607,f,c,b,p
3608,f,c,b,p
3609,f,c,b,p
3610,f,c,b,u
3611,f,c,b,g
3612,f,c,b,p
3613,f,c,b,w
3614,f,c,b,n
3615,f,c,b,p
3616,f,c,b,n
3617,f,w,n,u
3618,f,c,b,w
3619,f,c,b,n
3620,f,c,b,n
3621,f,c,b,p
3622,f,c,b,h
3623,f,c,b,h
3624,f,c,b,n
3625,f,c,b,u
3626,f,c,b,p
3627,f,c,b,w
3628,f,c,n,g
3629,f,c,b,n
3630,f,c,b,n
3631,f,c,b,g
3632,f,c,b,w
3633,f,w,n,u
3634,f,c,b,h
3635,f,c,b,n
3636,f,c,b,g
3637,f,c,b,p
3638,f,c,b,u
3639,f,c,b,w
3640,f,c,b,w
3641,f,c,b,u
3642,f,c,b,p
3643,f,c,b,u
3644,f,c,b,n
3645,f,c,b,p
3646,f,c,b,u
3647,f,c,b,u
3648,f,c,b,g
3649,f,c,b,p
3650,f,c,b,p
3651,f,c,b,u
3652,f,c,b,p
3653,f,c,b,p
3654,f,c,b,p
3655,f,c,b,p
3656,f,c,b,w
3657,f,w,n,n
3658,f,c,b,n
3659,f,c,b,h
3660,f,c,b,u
3661,f,c,b,u
3662,f,c,b,h
3663,f,c,b,p
3664,f,c,n,g
3665,f,c,b,p
3666,f,c,b,p
3667,f,c,b,p
3668,f,c,b,g
3669,f,c,b,u
3670,f,c,b,p
3671,f,c,n,g
3672,f,c,b,u
3673,f,c,b,u
3674,f,c,b,w
3675,f,c,b,u
3676,f,c,b,h
3677,f,c,b,p
3678,f,c,b,n
3679,f,c,b,u
3680,f,c,n,n
3681,f,c,b,n
3682,f,c,b,p
3683,f,c,b,n
3684,f,c,n,u
3685,f,c,b,h
3686,f,c,b,w
3687,f,c,b,g
3688,f,c,n,n
3689,f,c,b,w
3690,f,c,b,p
3691,f,c,b,n
3692,f,c,b,w
3693,f,w,n,p
3694,f,c,b,u
3695,f,c,b,g
3696,f,c,b,w
3697,f,c,b,p
3698,f,c,n,u
3699,f,c,b,n
3700,f,c,n,g
3701,f,c,b,n
3702,f,c,b,p
3703,f,c,b,w
3704,f,c,n,p
3705,f,c,b,p
3706,f,c,b,u
3707,f,c,b,w
3708,f,c,n,u
3709,f,c,b,p
3710,f,c,b,n
3711,f,c,b,p
3712,f,c,b,w
3713,f,c,b,u
3714,f,c,b,h
3715,f,c,b,n
3716,f,c,b,p
3717,f,c,b,w
3718,f,c,b,w
3719,f,c,b,g
3720,f,c,b,u
3721,f,c,b,w
3722,f,c,b,p
3723,f,c,b,p
3724,f,c,b,w
3725,f,c,b,p
3726,f,w,n,g
3727,f,c,b,g
3728,f,c,b,u
3729,f,c,b,p
3730,f,c,b,u
3731,f,c,b,w
3732,f,c,b,w
3733,f,c,b,n
3734,f,c,b,n
3735,f,c,b,h
3736,f,c,b,w
3737,f,c,b,p
3738,f,c,b,p
3739,f,w,n,p
3740,f,w,n,p
3741,f,c,b,u
3742,f,c,b,h
3743,f,w,n,n
3744,f,c,b,w
3745,f,c,b,u
3746,f,c,b,p
3747,f,c,b,p
3748,f,c,b,u
3749,f,c,b,w
3750,f,c,b,u
3751,f,c,b,p
3752,f,c,n,n
3753,f,c,b,u
3754,f,c,n,g
3755,f,c,n,u
3756,f,c,b,h
3757,f,c,b,n
3758,f,c,b,n
3759,f,c,b,p
3760,f,c,b,u
3761,f,c,b,w
3762,f,c,b,u
3763,f,c,b,n
3764,f,c,b,u
3765,f,c,b,u
3766,f,c,b,w
3767,f,c,b,w
3768,f,c,b,n
3769,f,c,b,w
3770,f,c,b,w
3771,f,c,b,p
3772,f,c,b,p
3773,f,c,b,p
3774,f,c,b,n
3775,f,c,b,p
3776,f,c,b,h
3777,f,c,b,p
3778,f,c,b,n
3779,f,c,b,w
3780,f,c,b,w
3781,f,c,b,w
3782,f,c,b,h
3783,f,c,b,w
3784,f,c,b,g
3785,f,c,b,u
3786,f,c,b,n
3787,f,c,b,u
3788,f,c,b,h
3789,f,c,b,n
3790,f,c,b,p
3791,f,c,b,h
3792,f,c,b,w
3793,f,w,n,u
3794,f,c,b,w
3795,f,w,n,g
3796,f,c,b,n
3797,f,c,n,n
3798,f,c,b,p
3799,f,c,b,u
3800,f,c,b,p
3801,f,c,b,w
3802,f,c,n,p
3803,f,c,b,n
3804,f,c,b,n
3805,f,w,n,n
3806,f,c,b,u
3807,f,c,n,u
3808,f,c,b,w
3809,f,c,b,g
3810,f,c,b,p
3811,f,c,b,h
3812,f,c,b,n
3813,f,c,b,u
3814,f,c,b,u
3815,f,w,n,g
3816,f,c,b,h
3817,f,c,b,p
3818,f,c,b,w
3819,f,c,b,n
3820,f,c,b,p
3821,f,c,b,u
3822,f,c,b,n
3823,f,c,b,g
3824,f,c,b,u
3825,f,c,b,u
3826,f,c,b,n
3827,f,c,n,n
3828,f,c,b,p
3829,f,c,b,p
3830,f,c,b,p
3831,f,c,b,n
3832,f,w,n,n
3833,f,c,b,n
3834,f,c,n,n
3835,f,c,b,g
3836,f,c,b,h
3837,f,c,b,u
3838,f,c,b,p
3839,f,c,b,p
3840,f,c,b,p
3841,f,c,b,h
3842,f,c,b,u
3843,f,c,b,n
3844,f,c,b,g
3845,f,c,b,u
3846,f,w,n,p
3847,f,c,b,u
3848,f,c,b,w
3849,f,c,b,n
3850,f,c,b,w
3851,f,c,b,n
3852,f,c,b,u
3853,f,c,n,p
3854,f,c,b,u
3855,f,c,b,p
3856,f,c,b,n
3857,f,c,b,w
3858,f,c,b,n
3859,f,w,n,u
3860,f,w,n,n
3861,f,c,b,n
3862,f,c,b,w
3863,f,c,b,w
3864,f,c,b,u
3865,f,c,b,p
3866,f,w,n,n
3867,f,c,b,w
3868,f,c,b,w
3869,f,w,n,u
3870,f,w,n,p
3871,f,c,b,p
3872,f,c,b,h
3873,f,c,n,p
3874,f,c,b,h
3875,f,c,n,n
3876,f,c,b,w
3877,f,c,n,u
3878,f,c,b,n
3879,f,c,n,n
3880,f,w,n,p
3881,f,c,b,p
3882,f,c,n,n
3883,f,w,n,n
3884,f,c,b,u
3885,f,c,b,u
3886,f,w,n,g
3887,f,c,b,p
3888,f,c,n,n
3889,f,c,b,w
3890,f,c,b,h
3891,f,c,b,g
3892,f,c,b,n
3893,f,c,b,g
3894,f,c,b,p
3895,f,c,b,g
3896,f,c,b,p
3897,f,c,b,n
3898,f,c,b,w
3899,f,c,n,p
