"ID","spore_print_color","population","habitat","edible_or_poisonous","bruises","odor","cap_shape","cap_surface","cap_color","gill_attachment","gill_spacing","gill_size","gill_color","ring_number","ring_type","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","stalk_shape","veil_type","veil_color"
4987,"white","several","leaves","poisonous","FALSE","fishy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","pink","tapering","partial","white"
4988,"chocolate","several","grasses","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
4989,"chocolate","solitary","paths","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
4990,"chocolate","several","grasses","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
4991,"chocolate","several","woods","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
4992,"chocolate","solitary","woods","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
4993,"chocolate","several","paths","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
4994,"white","clustered","waste","edible","TRUE","none","flat","smooth","buff","free","close","broad","red","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
4995,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
4996,"chocolate","several","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
4997,"white","clustered","waste","edible","TRUE","none","convex","smooth","brown","free","close","broad","white","2","evanescent","?","smooth","smooth","white","red","enlarging","partial","white"
4998,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","gray","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
4999,"chocolate","several","woods","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","gray","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5000,"white","several","paths","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","pink","tapering","partial","white"
5001,"chocolate","several","woods","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5002,"white","several","woods","poisonous","FALSE","none","convex","scaly","brown","free","close","narrow","white","1","evanescent","?","silky","scaly","white","brown","enlarging","partial","white"
5003,"green","several","grasses","poisonous","TRUE","none","bell","smooth","buff","free","close","broad","white","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5004,"chocolate","several","woods","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5005,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5006,"chocolate","solitary","woods","edible","FALSE","none","flat","scaly","purple","free","close","narrow","purple","1","flaring","?","smooth","fibrous","white","white","enlarging","partial","white"
5007,"chocolate","several","grasses","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5008,"chocolate","solitary","grasses","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5009,"chocolate","solitary","grasses","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5010,"chocolate","solitary","woods","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5011,"white","clustered","waste","edible","TRUE","none","convex","scaly","red","free","close","broad","white","2","evanescent","?","smooth","smooth","red","white","enlarging","partial","white"
5012,"chocolate","several","grasses","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","gray","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5013,"chocolate","several","grasses","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5014,"chocolate","several","paths","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
5015,"chocolate","several","paths","poisonous","FALSE","foul","flat","scaly","gray","free","close","broad","gray","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5016,"white","clustered","waste","edible","TRUE","none","knobbed","smooth","buff","free","close","broad","white","2","evanescent","?","smooth","smooth","white","red","enlarging","partial","white"
5017,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5018,"chocolate","several","paths","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","pink","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
5019,"chocolate","several","woods","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5020,"chocolate","several","paths","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5021,"chocolate","several","urban","poisonous","TRUE","foul","flat","smooth","white","free","close","broad","chocolate","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5022,"brown","several","woods","poisonous","FALSE","creosote","convex","smooth","gray","free","close","narrow","pink","1","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5023,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5024,"chocolate","several","woods","edible","FALSE","none","flat","scaly","purple","free","close","narrow","pink","1","flaring","?","smooth","fibrous","white","white","enlarging","partial","white"
5025,"chocolate","solitary","woods","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5026,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","gray","free","close","broad","gray","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5027,"chocolate","several","grasses","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5028,"chocolate","several","paths","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5029,"chocolate","scattered","urban","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","pink","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5030,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","gray","free","close","broad","gray","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
5031,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
5032,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5033,"chocolate","several","woods","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","pink","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5034,"chocolate","several","grasses","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","gray","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5035,"chocolate","solitary","woods","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5036,"chocolate","solitary","grasses","poisonous","FALSE","foul","convex","fibrous","gray","free","close","broad","pink","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5037,"chocolate","solitary","paths","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
5038,"chocolate","several","grasses","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5039,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5040,"chocolate","solitary","paths","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5041,"chocolate","several","paths","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5042,"white","several","leaves","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
5043,"chocolate","solitary","paths","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5044,"chocolate","several","paths","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5045,"chocolate","several","grasses","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","white","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5046,"chocolate","several","woods","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5047,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5048,"chocolate","solitary","paths","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5049,"chocolate","several","woods","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","pink","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5050,"chocolate","solitary","woods","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5051,"chocolate","several","woods","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","pink","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
5052,"white","several","leaves","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
5053,"white","clustered","waste","edible","TRUE","none","knobbed","scaly","buff","free","close","broad","red","2","evanescent","?","smooth","smooth","red","white","enlarging","partial","white"
5054,"white","clustered","waste","edible","TRUE","none","flat","scaly","buff","free","close","broad","white","2","evanescent","?","smooth","smooth","red","white","enlarging","partial","white"
5055,"chocolate","solitary","woods","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","pink","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5056,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5057,"chocolate","solitary","grasses","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5058,"chocolate","solitary","grasses","poisonous","FALSE","foul","flat","scaly","gray","free","close","broad","gray","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5059,"chocolate","scattered","urban","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","white","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5060,"chocolate","several","paths","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5061,"chocolate","scattered","urban","poisonous","TRUE","foul","convex","smooth","white","free","close","broad","pink","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5062,"chocolate","several","paths","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5063,"chocolate","solitary","paths","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","pink","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5064,"chocolate","scattered","urban","poisonous","TRUE","foul","convex","smooth","white","free","close","broad","pink","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5065,"chocolate","scattered","grasses","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","pink","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5066,"chocolate","scattered","urban","poisonous","TRUE","foul","convex","smooth","white","free","close","broad","chocolate","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5067,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5068,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","scaly","gray","free","close","broad","gray","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5069,"chocolate","several","grasses","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5070,"chocolate","several","paths","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5071,"chocolate","solitary","woods","edible","FALSE","none","convex","scaly","white","free","close","narrow","purple","1","flaring","?","smooth","fibrous","white","white","enlarging","partial","white"
5072,"white","clustered","waste","edible","TRUE","none","convex","smooth","red","free","close","broad","red","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5073,"chocolate","several","grasses","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","pink","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5074,"chocolate","several","grasses","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5075,"white","several","leaves","poisonous","FALSE","fishy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","white","tapering","partial","white"
5076,"chocolate","several","paths","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5077,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5078,"chocolate","several","paths","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5079,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5080,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
5081,"chocolate","solitary","grasses","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5082,"chocolate","several","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5083,"chocolate","several","paths","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","gray","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5084,"chocolate","solitary","grasses","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5085,"chocolate","solitary","paths","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5086,"white","several","woods","poisonous","FALSE","none","knobbed","fibrous","yellow","free","close","narrow","white","1","evanescent","?","silky","scaly","white","brown","enlarging","partial","white"
5087,"chocolate","solitary","grasses","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5088,"white","several","leaves","edible","FALSE","none","knobbed","fibrous","cinnamon","free","crowded","narrow","white","1","evanescent","bulbous","fibrous","smooth","white","brown","enlarging","partial","white"
5089,"chocolate","several","paths","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5090,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5091,"chocolate","several","woods","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","gray","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
5092,"chocolate","several","paths","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","pink","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5093,"chocolate","several","grasses","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5094,"chocolate","several","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
5095,"chocolate","solitary","woods","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5096,"chocolate","several","paths","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5097,"chocolate","solitary","woods","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5098,"green","several","grasses","poisonous","TRUE","none","bell","scaly","pink","free","close","broad","white","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5099,"white","clustered","waste","edible","TRUE","none","knobbed","scaly","pink","free","close","broad","red","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5100,"chocolate","several","paths","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
5101,"chocolate","several","grasses","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5102,"white","clustered","waste","edible","TRUE","none","knobbed","scaly","buff","free","close","broad","red","2","evanescent","?","smooth","smooth","white","red","enlarging","partial","white"
5103,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5104,"chocolate","scattered","urban","poisonous","TRUE","foul","convex","smooth","white","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5105,"white","several","paths","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
5106,"white","several","woods","poisonous","FALSE","fishy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","white","tapering","partial","white"
5107,"white","several","paths","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
5108,"white","clustered","leaves","poisonous","TRUE","none","flat","grooves","white","free","crowded","narrow","white","1","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5109,"chocolate","several","urban","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","pink","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5110,"white","several","leaves","edible","FALSE","none","flat","scaly","cinnamon","free","crowded","narrow","white","1","evanescent","bulbous","fibrous","smooth","white","brown","enlarging","partial","white"
5111,"chocolate","solitary","grasses","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","pink","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5112,"chocolate","several","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5113,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5114,"white","clustered","waste","edible","TRUE","none","flat","scaly","pink","free","close","broad","white","2","evanescent","?","smooth","smooth","white","red","enlarging","partial","white"
5115,"chocolate","several","grasses","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","white","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5116,"chocolate","scattered","grasses","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","chocolate","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5117,"white","several","paths","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
5118,"white","several","leaves","edible","FALSE","none","knobbed","scaly","cinnamon","free","crowded","narrow","white","1","evanescent","bulbous","smooth","fibrous","white","brown","enlarging","partial","white"
5119,"chocolate","scattered","urban","poisonous","TRUE","foul","convex","smooth","white","free","close","broad","white","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5120,"chocolate","several","grasses","poisonous","TRUE","foul","convex","smooth","white","free","close","broad","chocolate","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5121,"chocolate","several","urban","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","white","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5122,"chocolate","several","grasses","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5123,"white","several","leaves","edible","FALSE","none","knobbed","scaly","cinnamon","free","crowded","narrow","white","1","evanescent","bulbous","fibrous","smooth","white","brown","enlarging","partial","white"
5124,"chocolate","several","woods","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","gray","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5125,"chocolate","several","grasses","poisonous","TRUE","foul","flat","smooth","white","free","close","broad","chocolate","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5126,"chocolate","scattered","urban","poisonous","TRUE","foul","flat","smooth","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5127,"white","clustered","leaves","poisonous","TRUE","none","conical","grooves","white","free","crowded","narrow","white","1","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5128,"chocolate","scattered","urban","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","pink","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5129,"white","clustered","leaves","poisonous","TRUE","none","bell","grooves","white","free","crowded","narrow","white","1","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5130,"chocolate","several","grasses","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5131,"chocolate","scattered","urban","poisonous","TRUE","foul","flat","smooth","white","free","close","broad","chocolate","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5132,"white","several","woods","poisonous","FALSE","none","bell","fibrous","yellow","free","close","narrow","white","1","evanescent","?","silky","scaly","white","yellow","enlarging","partial","white"
5133,"white","several","woods","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","pink","tapering","partial","white"
5134,"white","several","woods","poisonous","FALSE","fishy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
5135,"white","clustered","waste","edible","TRUE","none","knobbed","smooth","brown","free","close","broad","white","2","evanescent","?","smooth","smooth","red","white","enlarging","partial","white"
5136,"white","clustered","waste","edible","TRUE","none","knobbed","scaly","buff","free","close","broad","white","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5137,"chocolate","several","grasses","poisonous","TRUE","foul","flat","smooth","white","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5138,"green","several","meadows","poisonous","TRUE","none","flat","smooth","buff","free","close","broad","white","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5139,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
5140,"chocolate","solitary","grasses","poisonous","FALSE","foul","convex","scaly","gray","free","close","broad","pink","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
5141,"green","several","grasses","poisonous","TRUE","none","flat","smooth","buff","free","close","broad","green","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5142,"white","several","paths","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
5143,"white","several","paths","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","pink","tapering","partial","white"
5144,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","pink","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
5145,"white","clustered","waste","edible","TRUE","none","convex","smooth","red","free","close","broad","red","2","evanescent","?","smooth","smooth","red","white","enlarging","partial","white"
5146,"white","several","leaves","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","pink","tapering","partial","white"
5147,"chocolate","solitary","grasses","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5148,"white","several","woods","poisonous","FALSE","fishy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","white","tapering","partial","white"
5149,"white","several","leaves","edible","FALSE","none","flat","fibrous","brown","free","crowded","narrow","white","1","evanescent","bulbous","smooth","fibrous","white","brown","enlarging","partial","white"
5150,"white","several","paths","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
5151,"white","clustered","waste","edible","TRUE","none","convex","smooth","buff","free","close","broad","red","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5152,"white","clustered","waste","edible","TRUE","none","flat","scaly","brown","free","close","broad","white","2","evanescent","?","smooth","smooth","white","red","enlarging","partial","white"
5153,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
5154,"green","several","meadows","poisonous","TRUE","none","flat","scaly","buff","free","close","broad","green","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5155,"white","several","woods","poisonous","FALSE","none","convex","scaly","brown","free","close","narrow","white","1","evanescent","?","silky","scaly","white","yellow","enlarging","partial","white"
5156,"white","several","leaves","poisonous","FALSE","fishy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","white","tapering","partial","white"
5157,"chocolate","scattered","grasses","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
