ID, stalk root, stalk surface above ring, stalk surface below ring, stalk color above ring, stalk color below ring, stalk shape
1924,e,f,f,w,w,t
1925,b,s,s,g,w,t
1926,b,s,s,g,w,t
1927,e,s,f,w,w,t
1928,e,s,f,w,w,t
1929,e,s,f,w,w,t
1930,e,s,s,w,w,t
1931,e,s,s,w,w,e
1932,c,s,s,w,w,e
1933,b,s,s,g,w,t
1934,e,f,f,w,w,t
1935,e,f,s,w,w,t
1936,e,s,f,w,w,t
1937,b,s,s,w,w,t
1938,e,s,s,w,w,t
1939,e,f,s,w,w,t
1940,e,f,s,w,w,t
1941,b,s,s,w,p,t
1942,b,s,s,g,p,t
1943,b,s,s,w,w,t
1944,e,s,s,w,w,t
1945,e,f,s,w,w,t
1946,e,s,s,w,w,e
1947,e,f,f,w,w,t
1948,b,s,s,g,g,t
1949,b,s,s,g,g,t
1950,e,s,s,w,w,t
1951,b,s,s,p,p,t
1952,b,s,s,p,p,t
1953,b,s,s,g,p,t
1954,b,s,s,p,w,t
1955,b,s,s,p,g,t
1956,e,s,s,w,w,e
1957,e,s,s,w,w,t
1958,b,s,s,p,p,t
1959,b,s,s,w,g,t
1960,e,s,s,w,w,e
1961,b,s,s,w,g,t
1962,e,s,f,w,w,t
1963,b,s,s,g,g,t
1964,e,f,s,w,w,t
1965,e,f,f,w,w,t
1966,e,s,s,w,w,t
1967,b,s,s,w,g,t
1968,e,f,f,w,w,t
1969,b,s,s,p,p,t
1970,e,s,s,w,w,t
1971,e,f,f,w,w,t
1972,e,s,f,w,w,t
1973,e,s,s,w,w,e
1974,b,s,s,w,w,t
1975,e,f,s,w,w,t
1976,e,s,s,w,w,e
1977,b,s,s,p,g,t
1978,b,s,s,w,p,t
1979,e,f,f,w,w,t
1980,b,s,s,g,g,t
1981,e,s,s,w,w,t
1982,e,f,f,w,w,t
1983,c,s,s,w,w,e
1984,e,f,s,w,w,t
1985,b,s,s,p,g,t
1986,b,s,s,g,w,t
1987,e,f,s,w,w,t
1988,e,s,s,w,w,e
1989,b,s,s,w,p,t
1990,e,s,s,w,w,e
1991,e,s,s,w,w,e
1992,b,s,s,p,p,t
1993,e,s,f,w,w,t
1994,b,s,s,g,w,t
1995,e,s,f,w,w,t
1996,b,s,s,p,g,t
1997,e,f,s,w,w,t
1998,e,s,f,w,w,t
1999,e,f,f,w,w,t
2000,e,s,f,w,w,t
2001,b,s,s,g,g,t
2002,b,s,s,g,w,t
2003,e,f,f,w,w,t
2004,b,s,s,g,g,t
2005,e,s,s,w,w,e
2006,r,s,y,w,w,e
2007,e,s,s,w,w,e
2008,e,f,s,w,w,t
2009,e,f,f,w,w,t
2010,e,s,s,w,w,e
2011,e,f,f,w,w,t
2012,e,s,f,w,w,t
2013,b,s,s,g,w,t
2014,e,s,s,w,w,t
2015,e,s,s,w,w,t
2016,e,f,s,w,w,t
2017,e,f,s,w,w,t
2018,b,s,s,w,w,t
2019,b,s,s,w,w,t
2020,e,s,f,w,w,t
2021,b,s,s,w,w,t
2022,b,s,s,g,p,t
2023,b,s,s,w,g,t
2024,e,s,f,w,w,t
2025,b,s,s,w,w,t
2026,b,s,s,p,p,t
2027,e,f,s,w,w,t
2028,b,s,s,w,p,t
2029,e,f,f,w,w,t
2030,c,s,s,w,w,e
2031,b,s,s,w,p,t
2032,e,s,f,w,w,t
2033,b,s,s,p,p,t
2034,b,s,s,g,g,t
2035,b,s,s,p,g,t
2036,e,s,s,w,w,t
2037,e,f,s,w,w,t
2038,e,f,f,w,w,t
2039,e,s,s,w,w,t
2040,b,s,s,w,p,t
2041,b,s,s,p,w,t
2042,b,s,s,p,w,t
2043,e,f,f,w,w,t
2044,e,s,f,w,w,t
2045,e,s,s,w,w,t
2046,r,s,y,w,w,e
2047,b,s,s,w,p,t
2048,e,f,s,w,w,t
2049,b,s,s,w,g,t
2050,b,s,s,w,p,t
2051,e,f,s,w,w,t
2052,c,s,s,w,w,e
2053,e,s,s,w,w,t
2054,e,s,s,w,w,t
2055,b,s,s,g,w,t
2056,e,f,f,w,w,t
2057,b,s,s,g,p,t
2058,b,s,s,w,g,t
2059,e,s,f,w,w,t
2060,c,s,s,w,w,e
2061,e,f,s,w,w,t
2062,e,s,s,w,w,e
2063,e,f,s,w,w,t
2064,b,s,s,p,w,t
2065,e,s,f,w,w,t
2066,b,s,s,p,w,t
2067,b,s,s,p,p,t
2068,e,s,s,w,w,e
2069,e,s,s,w,w,t
2070,b,s,s,w,g,t
2071,b,s,s,g,p,t
2072,b,s,s,w,g,t
2073,b,s,s,p,p,t
2074,b,s,s,p,g,t
2075,e,s,s,w,w,e
2076,c,s,s,w,w,e
2077,b,s,s,p,p,t
2078,b,s,s,w,w,t
2079,e,f,f,w,w,t
2080,b,s,s,w,p,t
2081,e,f,s,w,w,t
2082,e,f,s,w,w,t
2083,b,s,s,g,g,t
2084,b,s,s,w,p,t
2085,e,s,f,w,w,t
2086,e,s,s,w,w,t
2087,e,f,f,w,w,t
2088,b,s,s,g,w,t
2089,b,s,s,p,g,t
2090,e,s,s,w,w,e
2091,b,s,s,g,g,t
2092,e,s,f,w,w,t
2093,c,s,s,w,w,e
2094,e,f,f,w,w,t
2095,e,f,f,w,w,t
2096,b,s,s,g,w,t
2097,b,s,s,w,w,t
2098,e,f,s,w,w,t
2099,e,s,s,w,w,e
2100,e,s,s,w,w,t
2101,b,s,s,w,g,t
2102,b,s,s,w,w,t
2103,b,s,s,p,w,t
2104,b,s,s,p,g,t
2105,b,s,s,g,p,t
2106,b,s,s,g,g,t
2107,b,s,s,w,w,t
2108,b,s,s,p,p,t
2109,b,s,s,p,w,t
2110,b,s,s,w,w,t
2111,b,s,s,g,w,t
2112,b,s,s,g,p,t
2113,e,s,s,w,w,e
2114,b,s,s,p,g,t
2115,b,s,s,w,w,t
2116,b,s,s,g,g,t
2117,b,s,s,w,g,t
2118,b,s,s,g,p,t
2119,b,s,s,p,p,t
2120,b,s,s,g,w,t
2121,b,s,s,w,w,t
2122,b,s,s,w,w,t
2123,b,s,s,g,p,t
2124,b,s,s,w,p,t
2125,b,s,s,p,p,t
2126,b,s,s,p,g,t
2127,b,s,s,g,g,t
2128,b,s,s,w,p,t
2129,b,k,k,b,b,e
2130,e,s,s,w,w,e
2131,b,s,s,p,w,t
2132,e,s,s,w,w,t
2133,b,s,s,g,w,t
2134,b,s,s,g,w,t
2135,b,s,s,p,g,t
2136,b,s,s,p,w,t
2137,b,s,s,g,w,t
2138,b,s,s,w,p,t
2139,b,s,s,w,g,t
2140,b,s,s,p,g,t
2141,b,s,s,p,w,t
2142,b,s,s,w,g,t
2143,b,s,s,p,w,t
2144,b,s,s,w,w,t
2145,b,s,s,w,g,t
2146,b,s,s,p,w,t
2147,b,s,s,g,g,t
2148,e,s,s,w,w,e
2149,b,s,s,w,w,t
2150,e,s,s,w,w,e
2151,b,s,s,g,p,t
2152,b,s,s,g,g,t
2153,b,s,s,p,g,t
2154,b,s,s,w,g,t
2155,b,s,s,w,g,t
2156,b,s,s,g,p,t
2157,b,s,s,p,g,t
2158,b,s,s,w,g,t
2159,b,s,s,p,p,t
2160,b,s,s,w,g,t
2161,b,s,s,w,g,t
2162,b,s,s,g,w,t
2163,b,s,s,g,p,t
2164,b,s,s,w,p,t
2165,b,s,s,w,p,t
2166,b,s,s,w,p,t
2167,b,s,s,p,w,t
2168,b,s,s,p,g,t
2169,b,s,s,g,g,t
2170,b,s,s,p,g,t
2171,b,s,s,g,p,t
2172,b,s,s,g,g,t
2173,b,s,s,g,g,t
2174,b,s,s,g,w,t
2175,b,s,s,w,g,t
2176,b,s,s,w,p,t
2177,b,s,s,g,w,t
2178,b,s,s,w,w,t
2179,b,k,k,n,p,e
2180,b,s,s,p,w,t
2181,b,s,s,p,g,t
2182,b,s,s,g,p,t
2183,b,s,s,g,w,t
2184,b,s,s,g,p,t
2185,b,s,s,g,g,t
2186,b,s,s,w,g,t
2187,b,s,s,w,p,t
2188,b,s,s,p,w,t
2189,b,s,s,g,p,t
2190,b,s,s,g,w,t
2191,b,s,s,p,w,t
2192,b,s,s,w,g,t
2193,e,s,s,w,w,t
2194,b,s,s,p,g,t
2195,b,s,s,p,g,t
2196,b,s,s,g,w,t
2197,b,s,s,g,p,t
2198,b,s,s,w,p,t
2199,b,s,s,p,p,t
2200,b,s,s,w,p,t
2201,e,s,f,w,w,t
2202,b,s,s,g,w,t
2203,b,s,s,p,p,t
2204,b,s,s,g,g,t
2205,b,s,s,w,w,t
2206,b,s,s,w,w,t
2207,b,s,s,g,p,t
2208,b,s,s,g,p,t
2209,b,s,s,w,w,t
2210,b,s,s,p,p,t
2211,b,s,s,w,w,e
2212,b,s,s,g,p,t
2213,b,s,s,p,w,t
2214,b,s,s,w,p,t
2215,b,s,s,p,w,t
2216,b,s,s,w,g,t
2217,b,s,s,g,w,t
2218,b,s,s,g,w,t
2219,b,s,s,p,w,t
2220,b,s,s,p,w,t
2221,b,s,s,p,w,t
2222,b,s,s,w,p,t
2223,b,s,s,w,w,t
2224,b,s,s,g,g,t
2225,b,s,s,p,g,t
2226,b,s,s,w,p,t
2227,b,s,s,p,p,t
2228,e,f,f,w,w,t
2229,b,s,s,g,g,t
2230,b,s,s,g,w,t
2231,b,s,s,p,w,t
2232,b,s,s,w,p,t
2233,b,s,s,w,w,t
2234,b,s,s,w,g,t
2235,b,s,s,p,g,t
2236,b,s,s,p,w,t
2237,b,s,s,w,g,t
2238,e,s,f,w,w,t
2239,b,k,k,b,p,e
2240,b,s,s,g,w,t
2241,b,s,s,w,g,t
2242,e,s,s,w,w,e
2243,b,s,s,w,w,t
2244,b,s,s,p,w,t
2245,b,s,s,p,g,t
2246,b,s,s,g,w,t
2247,b,s,s,g,p,t
2248,e,f,f,w,w,t
2249,b,s,s,g,w,t
2250,b,s,s,g,w,t
2251,b,s,s,g,g,t
2252,b,s,s,g,p,t
2253,e,f,f,w,w,t
2254,b,s,s,p,w,t
2255,b,s,s,w,w,t
2256,b,s,s,p,p,t
2257,b,s,s,w,w,t
2258,b,s,s,p,g,t
2259,b,s,s,p,w,t
2260,b,s,s,p,p,t
2261,e,f,s,w,w,t
2262,b,s,s,w,p,t
2263,b,s,s,w,g,t
2264,b,s,s,p,p,t
2265,b,s,s,p,g,t
2266,b,s,s,p,w,t
2267,e,s,f,w,w,t
2268,b,s,s,g,g,t
2269,b,s,s,w,w,t
2270,b,s,s,p,g,t
2271,b,s,s,p,w,t
2272,e,s,f,w,w,t
2273,b,s,s,w,p,t
2274,b,s,s,g,w,t
2275,b,s,s,w,g,t
2276,b,s,s,w,p,t
2277,b,s,s,p,g,t
2278,b,s,s,w,p,t
2279,b,s,s,w,w,t
2280,b,s,s,g,w,t
2281,b,s,s,p,g,t
2282,b,s,s,p,g,t
2283,b,s,s,w,g,t
2284,b,s,s,w,g,t
2285,b,s,s,w,p,t
2286,b,s,s,w,w,e
2287,b,s,s,g,w,t
2288,b,s,s,w,g,t
2289,e,s,s,w,w,e
2290,b,s,s,w,g,t
2291,b,s,s,g,g,t
2292,b,s,s,g,g,t
2293,b,s,s,p,w,t
2294,b,s,s,w,g,t
2295,b,s,s,p,g,t
2296,e,s,s,w,w,t
2297,b,s,s,w,p,t
2298,e,s,f,w,w,t
2299,b,s,s,g,p,t
2300,b,s,s,p,p,t
2301,b,s,s,w,p,t
2302,b,s,s,g,p,t
2303,b,s,s,p,w,t
2304,b,s,s,p,w,t
2305,b,s,s,p,g,t
2306,b,s,s,p,p,t
2307,b,s,s,g,g,t
2308,b,s,s,w,w,t
2309,b,s,s,g,w,t
2310,b,s,s,p,w,t
2311,b,s,s,p,p,t
2312,b,s,s,g,g,t
2313,b,s,s,p,p,t
2314,b,s,s,p,p,t
2315,b,s,s,w,g,t
2316,b,s,s,p,g,t
2317,b,s,s,w,w,t
2318,b,s,s,w,p,t
2319,b,s,s,w,w,t
2320,b,s,s,p,w,t
2321,b,s,s,g,p,t
2322,b,s,s,p,p,t
2323,b,s,s,w,g,t
2324,b,s,s,w,p,t
2325,b,s,s,w,g,t
2326,b,s,s,p,p,t
2327,b,s,s,g,w,t
2328,b,s,s,p,p,t
2329,b,s,s,p,w,t
2330,b,s,s,p,w,t
2331,b,s,s,p,g,t
2332,b,s,s,g,p,t
2333,b,s,s,w,p,t
2334,b,s,s,w,g,t
2335,b,s,s,p,g,t
2336,b,s,s,g,g,t
2337,b,s,s,w,p,t
2338,b,s,s,w,p,t
2339,b,s,s,w,g,t
2340,b,s,s,p,p,t
2341,b,s,s,p,w,t
2342,b,s,s,w,p,t
2343,b,s,s,p,w,t
2344,b,s,s,w,w,t
2345,b,s,s,p,p,t
2346,b,s,s,g,p,t
2347,e,s,f,w,w,t
2348,b,s,s,g,g,t
2349,e,f,f,w,w,t
2350,b,s,s,g,w,t
2351,b,s,s,w,w,t
2352,e,s,s,w,w,e
2353,b,s,s,w,g,t
2354,b,s,s,w,w,t
2355,b,s,s,g,g,t
2356,b,s,s,p,g,t
2357,b,s,s,g,w,t
2358,b,s,s,p,g,t
2359,b,s,s,p,w,t
2360,b,s,s,p,g,t
2361,b,s,s,w,w,t
2362,b,s,s,g,w,t
2363,b,s,s,g,p,t
2364,b,s,s,w,p,t
2365,b,s,s,w,g,t
2366,b,s,s,p,g,t
2367,b,s,s,w,w,t
2368,e,s,s,w,w,t
2369,b,s,s,g,w,t
2370,b,s,s,g,g,t
2371,b,s,s,p,w,t
2372,b,s,s,g,g,t
2373,b,s,s,g,p,t
2374,b,s,s,w,p,t
2375,b,s,s,w,g,t
2376,e,s,s,w,w,e
2377,b,s,s,g,g,t
2378,e,s,s,w,w,t
2379,e,s,f,w,w,t
2380,b,s,s,p,g,t
2381,b,s,s,p,g,t
2382,b,s,s,g,g,t
2383,b,s,s,p,g,t
2384,b,s,s,w,g,t
2385,b,s,s,p,p,t
2386,b,k,k,n,n,e
2387,b,s,s,g,g,t
2388,e,s,s,w,w,t
2389,e,s,s,w,w,e
2390,b,s,s,p,p,t
2391,b,s,s,w,w,t
2392,b,s,s,g,p,t
2393,b,s,s,p,w,t
2394,b,s,s,p,p,t
2395,b,s,s,p,p,t
2396,b,s,s,g,w,t
2397,b,s,s,w,g,t
2398,b,s,s,g,p,t
2399,b,s,s,g,g,t
2400,b,s,s,w,w,t
2401,e,s,s,w,w,e
2402,b,s,s,w,w,t
2403,b,s,s,g,p,t
2404,b,s,s,w,p,t
2405,b,s,s,p,p,t
2406,b,s,s,w,w,t
2407,b,s,s,g,w,t
2408,b,s,s,w,w,t
2409,b,s,s,g,w,t
2410,b,s,s,p,g,t
2411,b,s,s,w,w,t
2412,b,s,s,w,p,t
2413,b,s,s,p,p,t
2414,b,s,s,p,p,t
2415,b,s,s,p,p,t
2416,b,s,s,p,p,t
2417,b,s,s,g,p,t
2418,b,s,s,g,w,t
2419,b,s,s,p,g,t
2420,b,s,s,p,g,t
2421,b,s,s,p,g,t
2422,b,s,s,g,w,t
2423,b,s,s,g,p,t
2424,b,s,s,p,p,t
2425,b,s,s,w,w,t
2426,b,s,s,g,g,t
2427,b,s,s,w,w,e
2428,b,s,s,p,p,t
2429,b,s,s,p,g,t
2430,b,s,s,p,p,t
2431,b,s,s,p,g,t
2432,b,s,s,w,g,t
2433,b,s,s,w,g,t
2434,b,s,s,p,w,t
2435,b,s,s,g,w,t
2436,b,s,s,p,g,t
2437,b,s,s,w,g,t
2438,b,s,s,w,g,t
2439,b,s,s,p,g,t
2440,b,s,s,g,w,t
2441,b,s,s,w,w,t
2442,b,s,s,p,p,t
2443,b,s,s,p,w,t
2444,b,k,k,b,b,e
2445,b,s,s,w,p,t
2446,b,s,s,g,p,t
2447,b,s,s,p,g,t
2448,b,s,s,w,w,t
2449,b,s,s,p,w,t
2450,b,s,s,w,w,t
2451,b,s,s,p,w,t
2452,b,s,s,p,p,t
2453,e,s,f,w,w,t
2454,b,s,s,w,w,t
2455,b,s,s,w,p,t
2456,b,s,s,p,p,t
2457,b,s,s,g,w,t
2458,b,s,s,w,w,t
2459,b,s,s,g,g,t
2460,b,s,s,w,p,t
2461,b,s,s,w,p,t
2462,b,s,s,w,w,t
2463,b,s,s,g,w,t
2464,b,s,s,w,p,t
2465,b,s,s,p,w,t
2466,b,s,s,g,g,t
2467,b,s,s,g,p,t
2468,b,s,s,p,w,t
2469,b,s,s,p,p,t
2470,b,s,s,g,p,t
2471,b,s,s,w,g,t
2472,b,s,s,w,g,t
2473,b,s,s,g,g,t
2474,b,s,s,p,w,t
2475,b,s,s,w,p,t
2476,b,s,s,w,p,t
2477,b,s,s,p,g,t
2478,b,s,s,w,g,t
2479,e,s,s,w,w,e
2480,e,f,s,w,w,t
2481,b,s,s,g,p,t
2482,b,s,s,w,g,t
2483,b,s,s,w,w,e
2484,b,s,s,p,p,t
2485,b,s,s,w,g,t
2486,b,s,s,w,w,t
2487,b,s,s,p,g,t
2488,e,s,s,w,w,t
2489,b,s,s,g,p,t
2490,b,s,s,g,p,t
2491,b,s,s,p,p,t
2492,b,s,s,g,w,t
2493,b,s,s,p,w,t
2494,b,s,s,w,p,t
2495,b,s,s,g,p,t
2496,e,s,s,w,w,e
2497,b,s,s,w,w,t
2498,b,s,s,g,w,t
2499,b,s,s,p,p,t
2500,b,s,s,w,g,t
2501,e,f,f,w,w,t
2502,e,f,s,w,w,t
2503,b,s,s,p,p,t
2504,b,s,s,p,g,t
2505,b,s,s,w,g,t
2506,b,s,s,p,p,t
2507,b,s,s,p,w,t
2508,b,s,s,w,p,t
2509,b,s,s,w,w,t
2510,b,s,s,w,g,t
2511,b,s,s,w,p,t
2512,b,s,s,p,p,t
2513,b,s,s,w,w,e
2514,b,s,s,p,p,t
2515,b,s,s,p,p,t
2516,b,s,s,w,w,t
2517,b,s,s,p,g,t
2518,b,s,s,g,p,t
2519,e,f,s,w,w,t
2520,b,s,s,p,p,t
2521,b,s,s,p,p,t
2522,b,s,s,w,g,t
2523,b,s,s,w,g,t
2524,b,s,s,g,w,t
2525,b,s,s,w,p,t
2526,b,s,s,w,w,t
2527,b,s,s,p,w,t
2528,b,s,s,w,w,t
2529,b,s,s,w,p,t
2530,b,s,s,p,w,t
2531,b,s,s,w,p,t
2532,b,s,s,p,p,t
2533,b,s,s,p,p,t
2534,b,k,k,n,b,e
2535,b,s,s,p,p,t
2536,b,s,s,g,g,t
2537,b,k,k,p,b,e
2538,b,s,s,w,w,t
2539,b,s,s,w,g,t
2540,b,k,k,b,n,e
2541,b,s,s,w,w,e
2542,b,s,s,w,w,t
2543,b,s,s,p,g,t
2544,b,s,s,w,p,t
2545,b,s,s,w,p,t
2546,b,s,s,w,g,t
2547,b,s,s,g,g,t
2548,b,s,s,w,p,t
2549,b,s,s,g,p,t
2550,b,s,s,w,w,t
2551,b,s,s,p,g,t
2552,b,s,s,w,g,t
2553,b,s,s,p,w,t
2554,b,s,s,p,g,t
2555,b,s,s,w,g,t
2556,b,s,s,p,p,t
2557,b,s,s,p,g,t
2558,b,s,s,p,g,t
2559,b,s,s,p,w,t
2560,b,s,s,p,g,t
2561,b,s,s,w,w,e
2562,b,s,s,w,p,t
2563,b,s,s,p,w,t
2564,b,s,s,g,g,t
2565,b,s,s,p,p,t
2566,b,s,s,w,p,t
2567,b,k,k,b,p,e
2568,b,s,s,w,p,t
2569,b,s,s,g,g,t
2570,b,s,s,w,w,t
2571,b,s,s,p,p,t
2572,b,k,k,b,p,e
2573,b,s,s,w,g,t
2574,b,s,s,g,p,t
2575,b,s,s,g,w,t
2576,b,s,s,w,w,t
2577,b,s,s,w,g,t
2578,b,s,s,w,g,t
2579,b,s,s,g,g,t
2580,b,s,s,p,p,t
2581,b,s,s,p,w,t
2582,b,s,s,p,g,t
2583,b,s,s,w,g,t
2584,b,s,s,p,p,t
2585,b,s,s,w,g,t
2586,b,s,s,p,p,t
2587,b,s,s,p,g,t
2588,b,s,s,p,g,t
2589,b,s,s,g,g,t
2590,b,s,s,p,g,t
2591,b,s,s,g,p,t
2592,b,s,s,p,w,t
2593,b,s,s,w,w,t
2594,b,s,s,p,p,t
2595,b,k,k,b,n,e
2596,b,s,s,w,w,t
2597,b,s,s,g,g,t
2598,b,s,s,w,g,t
2599,b,s,s,p,p,t
2600,b,s,s,g,w,t
2601,b,s,s,w,w,t
2602,b,s,s,g,g,t
2603,b,s,s,p,g,t
2604,b,s,s,p,w,t
2605,b,s,s,g,w,t
2606,b,k,k,p,n,e
2607,b,s,s,p,w,t
2608,b,s,s,g,g,t
2609,b,s,s,w,p,t
2610,b,s,s,w,g,t
2611,b,s,s,p,p,t
2612,b,s,s,p,w,t
2613,b,s,s,w,g,t
2614,b,s,s,g,g,t
2615,b,s,s,p,g,t
2616,b,s,s,w,p,t
2617,b,s,s,w,w,t
2618,b,s,s,g,w,t
2619,b,s,s,w,w,t
2620,b,s,s,g,g,t
2621,b,s,s,g,g,t
2622,b,s,s,p,p,t
2623,b,s,s,w,g,t
2624,b,s,s,p,g,t
2625,b,s,s,g,g,t
2626,b,s,s,w,g,t
2627,b,s,s,w,w,t
2628,b,s,s,w,w,e
2629,b,s,s,p,p,t
2630,b,s,s,g,g,t
2631,e,s,f,w,w,t
2632,b,s,s,g,w,t
2633,b,s,s,p,w,t
2634,b,s,s,g,g,t
2635,b,s,s,w,w,t
2636,b,s,s,p,g,t
2637,b,s,s,p,g,t
2638,b,s,s,p,g,t
2639,b,s,s,p,g,t
2640,b,s,s,g,g,t
2641,b,s,s,g,g,t
2642,b,s,s,p,w,t
2643,b,s,s,w,w,t
2644,b,s,s,g,g,t
2645,b,s,s,p,p,t
2646,b,s,s,g,w,t
2647,b,s,s,g,p,t
2648,e,s,f,w,w,t
2649,b,s,s,w,g,t
2650,b,s,s,g,g,t
2651,b,s,s,p,g,t
2652,b,s,s,g,g,t
2653,b,s,s,g,g,t
2654,b,s,s,p,w,t
2655,b,s,s,p,g,t
2656,b,s,s,w,w,t
2657,b,s,s,w,w,t
2658,b,s,s,g,g,t
2659,b,s,s,p,w,t
2660,b,s,s,p,w,t
2661,b,s,s,g,w,t
2662,b,s,s,g,g,t
2663,b,s,s,g,p,t
2664,b,s,s,g,p,t
2665,b,s,s,p,w,t
2666,b,s,s,p,g,t
2667,b,s,s,w,g,t
2668,b,s,s,g,g,t
2669,b,s,s,g,g,t
2670,b,s,s,g,p,t
2671,b,s,s,p,p,t
2672,b,s,s,p,w,t
2673,b,s,s,p,g,t
2674,b,s,s,w,p,t
2675,b,s,s,g,g,t
2676,b,s,s,p,p,t
2677,b,s,s,w,p,t
2678,b,s,s,p,p,t
2679,b,s,s,p,w,t
2680,b,s,s,p,p,t
2681,b,s,s,p,p,t
2682,b,s,s,g,p,t
2683,b,s,s,p,g,t
2684,b,s,s,w,w,e
2685,b,s,s,w,w,t
2686,b,s,s,w,w,t
2687,b,s,s,g,p,t
2688,b,s,s,g,p,t
2689,b,s,s,g,g,t
2690,b,s,s,p,w,t
2691,e,s,s,w,w,t
2692,b,s,s,p,g,t
2693,b,s,s,w,p,t
2694,b,s,s,p,w,t
2695,b,s,s,w,g,t
2696,b,s,s,g,g,t
2697,b,s,s,g,p,t
2698,b,k,k,b,p,e
2699,b,s,s,w,w,t
2700,b,s,s,p,g,t
2701,b,s,s,p,w,t
2702,b,s,s,p,g,t
2703,b,s,s,g,w,t
2704,b,s,s,w,g,t
2705,b,s,s,g,p,t
2706,b,s,s,w,g,t
2707,b,s,s,g,w,t
2708,b,s,s,p,g,t
2709,b,s,s,p,g,t
2710,b,s,s,w,w,t
2711,b,s,s,g,w,t
2712,b,s,s,w,p,t
2713,b,s,s,g,p,t
2714,b,s,s,w,p,t
2715,b,s,s,w,g,t
2716,b,s,s,g,w,t
2717,b,s,s,p,p,t
2718,b,s,s,g,p,t
2719,b,s,s,p,w,t
2720,b,s,s,w,w,t
2721,b,s,s,g,w,t
2722,b,s,s,g,p,t
2723,b,s,s,g,p,t
2724,b,s,s,g,w,t
2725,b,s,s,p,p,t
2726,b,s,s,g,p,t
2727,b,s,s,p,g,t
2728,b,s,s,p,g,t
2729,b,s,s,w,p,t
2730,b,s,s,w,w,t
2731,e,f,s,w,w,t
2732,b,s,s,w,g,t
2733,b,s,s,g,p,t
2734,b,s,s,w,p,t
2735,b,s,s,g,w,t
2736,b,s,s,g,g,t
2737,b,s,s,g,g,t
2738,b,s,s,w,g,t
2739,b,s,s,p,g,t
2740,b,s,s,p,w,t
2741,b,s,s,g,w,t
2742,b,s,s,w,w,t
2743,b,s,s,w,w,t
2744,b,s,s,p,g,t
2745,b,s,s,p,g,t
2746,b,s,s,g,w,t
2747,b,s,s,p,g,t
2748,b,s,s,w,w,t
2749,b,s,s,w,g,t
2750,b,s,s,w,w,e
2751,b,s,s,p,w,t
2752,b,s,s,p,p,t
2753,b,s,s,g,p,t
2754,b,s,s,g,g,t
2755,b,s,s,g,p,t
2756,b,s,s,w,g,t
2757,b,s,s,p,p,t
2758,b,s,s,w,p,t
2759,b,s,s,p,w,t
2760,b,s,s,w,w,t
2761,b,s,s,w,w,t
2762,b,s,s,p,w,t
2763,b,s,s,w,g,t
2764,b,s,s,w,g,t
2765,b,s,s,g,p,t
2766,b,s,s,w,p,t
2767,b,k,k,b,p,e
2768,b,s,s,p,w,t
2769,b,s,s,g,g,t
2770,b,s,s,w,g,t
2771,b,k,k,b,p,e
2772,b,s,s,w,w,t
2773,b,s,s,g,p,t
2774,b,s,s,g,g,t
2775,b,s,s,p,g,t
2776,b,s,s,g,p,t
2777,b,s,s,w,p,t
2778,b,s,s,w,p,t
2779,b,s,s,g,p,t
2780,b,s,s,w,p,t
2781,b,s,s,g,p,t
2782,b,s,s,g,p,t
2783,b,s,s,g,w,t
2784,b,s,s,p,w,t
2785,b,s,s,g,g,t
2786,b,s,s,g,w,t
2787,b,s,s,p,w,t
2788,b,s,s,g,g,t
2789,e,f,f,w,w,t
2790,b,s,s,g,w,t
2791,b,s,s,g,w,t
2792,b,s,s,g,p,t
2793,b,s,s,w,w,t
2794,b,s,s,w,g,t
2795,b,s,s,p,g,t
2796,b,s,s,g,w,t
2797,b,s,s,w,g,t
2798,b,s,s,w,w,e
2799,b,s,s,p,p,t
2800,b,s,s,w,p,t
2801,b,s,s,p,w,t
2802,e,s,s,w,w,t
2803,b,s,s,g,w,t
2804,b,s,s,w,p,t
2805,b,s,s,p,g,t
2806,b,s,s,w,p,t
2807,b,s,s,p,p,t
2808,b,s,s,g,g,t
2809,b,s,s,g,g,t
2810,b,s,s,w,w,t
2811,b,s,s,w,w,t
2812,b,s,s,p,g,t
2813,b,s,s,w,w,t
2814,b,s,s,g,w,t
2815,b,s,s,g,p,t
2816,b,s,s,g,p,t
2817,b,s,s,g,w,t
2818,e,f,f,w,w,t
2819,b,s,s,w,g,t
2820,b,s,s,g,g,t
2821,b,s,s,p,p,t
2822,b,s,s,g,p,t
2823,b,s,s,p,g,t
2824,b,s,s,p,w,t
2825,b,s,s,w,w,t
2826,b,s,s,p,g,t
2827,b,s,s,p,p,t
2828,b,s,s,w,g,t
2829,b,s,s,g,p,t
2830,b,s,s,w,p,t
2831,b,s,s,w,p,t
2832,b,s,s,p,p,t
2833,b,s,s,w,w,t
2834,b,s,s,p,p,t
2835,b,s,s,w,w,t
2836,b,s,s,p,p,t
2837,b,s,s,w,p,t
2838,b,s,s,p,p,t
2839,b,s,s,g,p,t
2840,b,s,s,p,g,t
2841,b,s,s,g,g,t
2842,b,s,s,w,w,e
2843,b,s,s,g,g,t
2844,b,s,s,w,p,t
2845,e,f,f,w,w,t
2846,b,s,s,p,g,t
2847,b,s,s,p,p,t
2848,b,s,s,p,w,t
2849,b,s,s,p,w,t
2850,b,s,s,g,p,t
2851,b,s,s,g,p,t
2852,b,s,s,g,p,t
2853,b,s,s,p,p,t
